id,display_name,works_api_url,h_index,works_count,country_code
https://openalex.org/A5017309210,Juuso Töyli,https://api.openalex.org/works?filter=author.id:A5017309210,20,89,FI
https://openalex.org/A5011899252,Ayanna K. Thomas,https://api.openalex.org/works?filter=author.id:A5011899252,20,113,US
https://openalex.org/A5000612891,Petra Quillfeldt,https://api.openalex.org/works?filter=author.id:A5000612891,38,258,DE
https://openalex.org/A5086761166,Jörn P. Scharsack,https://api.openalex.org/works?filter=author.id:A5086761166,25,80,DE
https://openalex.org/A5037034281,Zhilin Yang,https://api.openalex.org/works?filter=author.id:A5037034281,28,99,CN
https://openalex.org/A5076803501,Elies Jones,https://api.openalex.org/works?filter=author.id:A5076803501,5,8,GB
https://openalex.org/A5030691209,Rodrigo Travitzki,https://api.openalex.org/works?filter=author.id:A5030691209,6,28,CA
https://openalex.org/A5010724425,Elena Filatova,https://api.openalex.org/works?filter=author.id:A5010724425,11,78,US
https://openalex.org/A5049544264,U. Narayan Bhat,https://api.openalex.org/works?filter=author.id:A5049544264,21,164,US
https://openalex.org/A5067027289,Stefan F. Bernritter,https://api.openalex.org/works?filter=author.id:A5067027289,11,26,GB
https://openalex.org/A5027671378,José Javier Alcolea González,https://api.openalex.org/works?filter=author.id:A5027671378,10,82,ES
https://openalex.org/A5031713170,Diana Ly,https://api.openalex.org/works?filter=author.id:A5031713170,6,10,US
https://openalex.org/A5044735229,Jesse Vig,https://api.openalex.org/works?filter=author.id:A5044735229,17,49,US
https://openalex.org/A5065298938,T. Goto,https://api.openalex.org/works?filter=author.id:A5065298938,59,969,US
https://openalex.org/A5002960328,José Ignacio Alvarez-Hamelin,https://api.openalex.org/works?filter=author.id:A5002960328,11,76,AR
https://openalex.org/A5078626063,Richard H. Rand,https://api.openalex.org/works?filter=author.id:A5078626063,41,326,US
https://openalex.org/A5081995440,Danyang Kong,https://api.openalex.org/works?filter=author.id:A5081995440,7,10,US
https://openalex.org/A5035529701,Philip Mayrhofer,https://api.openalex.org/works?filter=author.id:A5035529701,4,16,DE
https://openalex.org/A5021024536,Matt Stempeck,https://api.openalex.org/works?filter=author.id:A5021024536,2,3,US
https://openalex.org/A5057821534,Hildete Prisco Pinheiro,https://api.openalex.org/works?filter=author.id:A5057821534,10,50,BR
https://openalex.org/A5011168888,Homa Hosseinmardi,https://api.openalex.org/works?filter=author.id:A5011168888,14,48,US
https://openalex.org/A5035719810,A Darbon,https://api.openalex.org/works?filter=author.id:A5035719810,2,12,FR
https://openalex.org/A5024558039,Rock J. Mancini,https://api.openalex.org/works?filter=author.id:A5024558039,14,37,US
https://openalex.org/A5051515530,Laijun Zhao,https://api.openalex.org/works?filter=author.id:A5051515530,28,158,CN
https://openalex.org/A5012713180,Manisha Ajmani,https://api.openalex.org/works?filter=author.id:A5012713180,5,14,CA
https://openalex.org/A5042159546,Yu‐Ru Lin,https://api.openalex.org/works?filter=author.id:A5042159546,27,235,TW
https://openalex.org/A5012787401,Morgan R. Frank,https://api.openalex.org/works?filter=author.id:A5012787401,15,54,US
https://openalex.org/A5034945583,Amin Ullah,https://api.openalex.org/works?filter=author.id:A5034945583,21,42,US
https://openalex.org/A5012407593,Xuechao Gao,https://api.openalex.org/works?filter=author.id:A5012407593,19,81,CN
https://openalex.org/A5015653685,Ruohuang Jiao,https://api.openalex.org/works?filter=author.id:A5015653685,1,4,NL
https://openalex.org/A5033853101,Linna Li,https://api.openalex.org/works?filter=author.id:A5033853101,28,343,CN
https://openalex.org/A5000162073,Felix Soldner,https://api.openalex.org/works?filter=author.id:A5000162073,3,14,DE
https://openalex.org/A5066022857,Jun-Hao Tan,https://api.openalex.org/works?filter=author.id:A5066022857,17,63,US
https://openalex.org/A5017475819,Sonya Nikolova,https://api.openalex.org/works?filter=author.id:A5017475819,6,13,US
https://openalex.org/A5061068995,Dany Paleressompoulle,https://api.openalex.org/works?filter=author.id:A5061068995,8,15,FR
https://openalex.org/A5021836148,Sara Hajian,https://api.openalex.org/works?filter=author.id:A5021836148,13,37,IR
https://openalex.org/A5039327442,Mi-Young Lee,https://api.openalex.org/works?filter=author.id:A5039327442,41,1035,KR
https://openalex.org/A5086558424,P Krueger,https://api.openalex.org/works?filter=author.id:A5086558424,12,60,US
https://openalex.org/A5006816675,Carl-Johann Simon-Gabriel,https://api.openalex.org/works?filter=author.id:A5006816675,8,24,US
https://openalex.org/A5054565163,Charles Michel,https://api.openalex.org/works?filter=author.id:A5054565163,13,19,FR
https://openalex.org/A5020396160,Paul R. Lessard,https://api.openalex.org/works?filter=author.id:A5020396160,2,4,US
https://openalex.org/A5034438905,Matt Sutton,https://api.openalex.org/works?filter=author.id:A5034438905,42,246,GB
https://openalex.org/A5026292669,Nicola Scarpa,https://api.openalex.org/works?filter=author.id:A5026292669,2,2,FR
https://openalex.org/A5025474437,Lisa Troyer,https://api.openalex.org/works?filter=author.id:A5025474437,12,42,US
https://openalex.org/A5090359622,Hamish Tennent,https://api.openalex.org/works?filter=author.id:A5090359622,5,12,US
,,,,,
https://openalex.org/A5009480537,Oriana Riva,https://api.openalex.org/works?filter=author.id:A5009480537,17,60,US
https://openalex.org/A5029604636,Jong Woo Paik,https://api.openalex.org/works?filter=author.id:A5029604636,20,91,KR
https://openalex.org/A5006019665,Axinia Radeva,https://api.openalex.org/works?filter=author.id:A5006019665,6,20,US
https://openalex.org/A5018460987,Rui Wang,https://api.openalex.org/works?filter=author.id:A5018460987,21,211,CN
https://openalex.org/A5080592530,Amit Sharma,https://api.openalex.org/works?filter=author.id:A5080592530,20,193,IN
https://openalex.org/A5056541993,Francis Ferraro,https://api.openalex.org/works?filter=author.id:A5056541993,10,90,US
https://openalex.org/A5036390484,Yuji Yoshimura,https://api.openalex.org/works?filter=author.id:A5036390484,15,106,JP
https://openalex.org/A5054222172,Bratislav Mišić,https://api.openalex.org/works?filter=author.id:A5054222172,44,253,CA
https://openalex.org/A5017914184,Stephan Lewandowsky,https://api.openalex.org/works?filter=author.id:A5017914184,71,539,AU
https://openalex.org/A5070040693,Uttara M Ananthakrishnan,https://api.openalex.org/works?filter=author.id:A5070040693,3,22,US
https://openalex.org/A5055770757,Michael R. Gillings,https://api.openalex.org/works?filter=author.id:A5055770757,62,245,AU
https://openalex.org/A5041978782,Philip Wilson,https://api.openalex.org/works?filter=author.id:A5041978782,37,306,GB
https://openalex.org/A5047899047,Jinhui Wang,https://api.openalex.org/works?filter=author.id:A5047899047,71,1474,CN
https://openalex.org/A5045698412,R. Maria del Rio-Chanona,https://api.openalex.org/works?filter=author.id:A5045698412,6,27,AT
https://openalex.org/A5063426924,Douglas C. Noll,https://api.openalex.org/works?filter=author.id:A5063426924,63,260,US
https://openalex.org/A5056087657,José M. Lavín,https://api.openalex.org/works?filter=author.id:A5056087657,5,39,MX
https://openalex.org/A5032762366,A. Paccagnella,https://api.openalex.org/works?filter=author.id:A5032762366,42,571,IT
https://openalex.org/A5010967504,Derek R. Ney,https://api.openalex.org/works?filter=author.id:A5010967504,19,57,US
https://openalex.org/A5019537836,Hongzhou Lu,https://api.openalex.org/works?filter=author.id:A5019537836,29,343,CN
https://openalex.org/A5070370660,Fengyuan Liu,https://api.openalex.org/works?filter=author.id:A5070370660,2,3,US
https://openalex.org/A5087437068,Hanan Samet,https://api.openalex.org/works?filter=author.id:A5087437068,63,433,IL
https://openalex.org/A5025606732,Wendy Hui Wang,https://api.openalex.org/works?filter=author.id:A5025606732,9,39,US
https://openalex.org/A5057553173,Bálint Balázs,https://api.openalex.org/works?filter=author.id:A5057553173,16,99,HU
https://openalex.org/A5040314072,Hal Whitehead,https://api.openalex.org/works?filter=author.id:A5040314072,44,123,CA
https://openalex.org/A5002722096,Fahad Razak,https://api.openalex.org/works?filter=author.id:A5002722096,31,196,CA
https://openalex.org/A5022967411,Mick P. Couper,https://api.openalex.org/works?filter=author.id:A5022967411,65,321,US
https://openalex.org/A5016741958,Bikun Chen,https://api.openalex.org/works?filter=author.id:A5016741958,6,15,CN
https://openalex.org/A5008250951,Ian C. Ballard,https://api.openalex.org/works?filter=author.id:A5008250951,10,25,US
https://openalex.org/A5038842358,Paolo Boldi,https://api.openalex.org/works?filter=author.id:A5038842358,30,192,IT
https://openalex.org/A5008094932,John Turnpenny,https://api.openalex.org/works?filter=author.id:A5008094932,24,76,GB
https://openalex.org/A5029315799,Marte Swart,https://api.openalex.org/works?filter=author.id:A5029315799,15,48,NL
https://openalex.org/A5048810660,Olivia Buzek,https://api.openalex.org/works?filter=author.id:A5048810660,5,7,US
https://openalex.org/A5043618650,Nora’ayu Ahmad Uzir,https://api.openalex.org/works?filter=author.id:A5043618650,11,25,MY
https://openalex.org/A5039039657,David Kellen,https://api.openalex.org/works?filter=author.id:A5039039657,20,132,US
https://openalex.org/A5016762409,William Cheng,https://api.openalex.org/works?filter=author.id:A5016762409,11,48,US
https://openalex.org/A5063976924,Joseph Bajjalieh,https://api.openalex.org/works?filter=author.id:A5063976924,4,12,US
https://openalex.org/A5074010739,Johnny Ng,https://api.openalex.org/works?filter=author.id:A5074010739,8,19,US
https://openalex.org/A5042818380,Peter Lista,https://api.openalex.org/works?filter=author.id:A5042818380,1,6,US
https://openalex.org/A5086426493,Catherine A. Clements,https://api.openalex.org/works?filter=author.id:A5086426493,8,10,US
https://openalex.org/A5049046154,M. Benharrosh,https://api.openalex.org/works?filter=author.id:A5049046154,1,2,US
https://openalex.org/A5011499597,Do Lee,https://api.openalex.org/works?filter=author.id:A5011499597,4,25,US
https://openalex.org/A5070487234,Rubén Cuevas,https://api.openalex.org/works?filter=author.id:A5070487234,17,144,ES
https://openalex.org/A5039630344,Jussi Kantola,https://api.openalex.org/works?filter=author.id:A5039630344,17,166,FI
https://openalex.org/A5009986442,' Miller,https://api.openalex.org/works?filter=author.id:A5009986442,36,1302,US
https://openalex.org/A5020054729,Yeungjeom Lee,https://api.openalex.org/works?filter=author.id:A5020054729,7,27,US
https://openalex.org/A5011498829,Sylvain Takerkart,https://api.openalex.org/works?filter=author.id:A5011498829,16,62,FR
https://openalex.org/A5078143968,Kostantinos Papadamou,https://api.openalex.org/works?filter=author.id:A5078143968,6,31,CY
https://openalex.org/A5041873269,Sophia Bengtsson,https://api.openalex.org/works?filter=author.id:A5041873269,1,5,SE
https://openalex.org/A5025220365,Qiyang Zuo,https://api.openalex.org/works?filter=author.id:A5025220365,11,108,CN
https://openalex.org/A5041623858,David L. Rigby,https://api.openalex.org/works?filter=author.id:A5041623858,40,289,US
https://openalex.org/A5035603577,Mike Boots,https://api.openalex.org/works?filter=author.id:A5035603577,39,135,US
https://openalex.org/A5034214053,Marion Hoffman,https://api.openalex.org/works?filter=author.id:A5034214053,3,15,FR
https://openalex.org/A5058281288,Huei-wen Chang,https://api.openalex.org/works?filter=author.id:A5058281288,2,2,TW
https://openalex.org/A5087843387,Shounak Athavale,https://api.openalex.org/works?filter=author.id:A5087843387,3,15,FR
https://openalex.org/A5083419483,Sergei B. Koralov,https://api.openalex.org/works?filter=author.id:A5083419483,39,112,US
https://openalex.org/A5036208778,Steven Kahan,https://api.openalex.org/works?filter=author.id:A5036208778,2,58,US
https://openalex.org/A5014362304,Herwig Leirs,https://api.openalex.org/works?filter=author.id:A5014362304,50,421,BE
https://openalex.org/A5020026017,Janke Oosterhaven,https://api.openalex.org/works?filter=author.id:A5020026017,4,11,NL
https://openalex.org/A5074093929,Andrew Gelman,https://api.openalex.org/works?filter=author.id:A5074093929,90,736,US
https://openalex.org/A5027036879,Sharad Goel,https://api.openalex.org/works?filter=author.id:A5027036879,37,176,US
https://openalex.org/A5059871346,Isabelle Bonmarin,https://api.openalex.org/works?filter=author.id:A5059871346,27,91,FR
https://openalex.org/A5057738797,Liviu P. Dinu,https://api.openalex.org/works?filter=author.id:A5057738797,14,164,RO
https://openalex.org/A5090303472,Wasi Uddin Ahmad,https://api.openalex.org/works?filter=author.id:A5090303472,21,137,OM
https://openalex.org/A5072126620,Oscar Cayul,https://api.openalex.org/works?filter=author.id:A5072126620,3,3,CL
https://openalex.org/A5059567126,Enrica Pirozzi,https://api.openalex.org/works?filter=author.id:A5059567126,16,158,IT
https://openalex.org/A5030858516,Seraphina Goldfarb-Tarrant,https://api.openalex.org/works?filter=author.id:A5030858516,4,18,US
https://openalex.org/A5046749782,Iana Atanassova,https://api.openalex.org/works?filter=author.id:A5046749782,6,100,FR
https://openalex.org/A5022560140,Rainer Schnell,https://api.openalex.org/works?filter=author.id:A5022560140,24,354,DE
https://openalex.org/A5075857479,Megan Strait,https://api.openalex.org/works?filter=author.id:A5075857479,11,40,US
https://openalex.org/A5068784452,Katy Börner,https://api.openalex.org/works?filter=author.id:A5068784452,39,325,US
https://openalex.org/A5048452103,Linda Bos,https://api.openalex.org/works?filter=author.id:A5048452103,19,53,NL
https://openalex.org/A5026848084,Andrew Robb,https://api.openalex.org/works?filter=author.id:A5026848084,14,68,US
https://openalex.org/A5089971631,Ramanathan Subramanian,https://api.openalex.org/works?filter=author.id:A5089971631,32,168,US
https://openalex.org/A5076683363,Sacha Epskamp,https://api.openalex.org/works?filter=author.id:A5076683363,42,169,SG
https://openalex.org/A5075577670,Ans Vercammen,https://api.openalex.org/works?filter=author.id:A5075577670,23,95,AU
https://openalex.org/A5061814976,Nick Croft,https://api.openalex.org/works?filter=author.id:A5061814976,20,97,GB
https://openalex.org/A5023919188,Chenghu Zhou,https://api.openalex.org/works?filter=author.id:A5023919188,43,308,CN
https://openalex.org/A5075201028,Ignacio Cifré,https://api.openalex.org/works?filter=author.id:A5075201028,13,43,ES
https://openalex.org/A5081488662,Yannick Versley,https://api.openalex.org/works?filter=author.id:A5081488662,16,61,DE
https://openalex.org/A5054352161,Jeongmin Byun,https://api.openalex.org/works?filter=author.id:A5054352161,4,13,KR
https://openalex.org/A5061507436,Hongdong Li,https://api.openalex.org/works?filter=author.id:A5061507436,66,872,CN
https://openalex.org/A5050966346,Paul Expert,https://api.openalex.org/works?filter=author.id:A5050966346,19,59,GB
https://openalex.org/A5043050875,Xiao‐Qi Yu,https://api.openalex.org/works?filter=author.id:A5043050875,56,806,CN
https://openalex.org/A5032967174,Stephan Schlögl,https://api.openalex.org/works?filter=author.id:A5032967174,10,71,DE
https://openalex.org/A5021523198,Constantine Nakos,https://api.openalex.org/works?filter=author.id:A5021523198,1,2,US
https://openalex.org/A5046126345,David Jurgens,https://api.openalex.org/works?filter=author.id:A5046126345,28,153,US
https://openalex.org/A5071390808,Orion Penner,https://api.openalex.org/works?filter=author.id:A5071390808,10,34,CH
https://openalex.org/A5043923748,Boaz Keysar,https://api.openalex.org/works?filter=author.id:A5043923748,44,109,US
https://openalex.org/A5065328227,Katharina Morik,https://api.openalex.org/works?filter=author.id:A5065328227,25,439,DE
https://openalex.org/A5084352484,Nicole Kronberger,https://api.openalex.org/works?filter=author.id:A5084352484,19,64,AT
https://openalex.org/A5083790649,Seunghwan Kim,https://api.openalex.org/works?filter=author.id:A5083790649,51,1222,KR
https://openalex.org/A5025579437,Christian Schneider,https://api.openalex.org/works?filter=author.id:A5025579437,30,262,DE
https://openalex.org/A5069451287,Chris Snijders,https://api.openalex.org/works?filter=author.id:A5069451287,21,109,NL
https://openalex.org/A5033291854,Alain Lelu,https://api.openalex.org/works?filter=author.id:A5033291854,7,95,FR
https://openalex.org/A5000093816,Yiyan Zhang,https://api.openalex.org/works?filter=author.id:A5000093816,18,134,CN
https://openalex.org/A5043463135,Ekaterina Vasilyeva,https://api.openalex.org/works?filter=author.id:A5043463135,10,54,DE
https://openalex.org/A5088993642,Nicola Zangrando,https://api.openalex.org/works?filter=author.id:A5088993642,6,10,IT
https://openalex.org/A5040782869,Matthijs Smakman,https://api.openalex.org/works?filter=author.id:A5040782869,7,39,US
https://openalex.org/A5012327209,Ben M Tappin,https://api.openalex.org/works?filter=author.id:A5012327209,12,51,GB
https://openalex.org/A5032615847,Baoxin Li,https://api.openalex.org/works?filter=author.id:A5032615847,55,708,CN
https://openalex.org/A5061725223,Jelena Grujić,https://api.openalex.org/works?filter=author.id:A5061725223,12,60,US
https://openalex.org/A5045125183,Joey Tianyi Zhou,https://api.openalex.org/works?filter=author.id:A5045125183,36,250,SG
https://openalex.org/A5047225662,Fadi Makki,https://api.openalex.org/works?filter=author.id:A5047225662,3,45,IR
https://openalex.org/A5044287987,Martina Pugliese,https://api.openalex.org/works?filter=author.id:A5044287987,4,10,IT
https://openalex.org/A5032558375,Bart Dhoedt,https://api.openalex.org/works?filter=author.id:A5032558375,36,632,BE
https://openalex.org/A5090086041,Shuxia Yao,https://api.openalex.org/works?filter=author.id:A5090086041,23,118,CN
https://openalex.org/A5054771988,Alice Oh,https://api.openalex.org/works?filter=author.id:A5054771988,21,159,KR
https://openalex.org/A5022473839,Vahan Babushkin,https://api.openalex.org/works?filter=author.id:A5022473839,5,18,AE
https://openalex.org/A5027693284,Milan Obaidi,https://api.openalex.org/works?filter=author.id:A5027693284,9,50,NO
https://openalex.org/A5028493599,Thomas Müller,https://api.openalex.org/works?filter=author.id:A5028493599,11,59,DE
https://openalex.org/A5033931637,Daniel Maier,https://api.openalex.org/works?filter=author.id:A5033931637,8,29,DE
https://openalex.org/A5040339760,Xinwei Chen,https://api.openalex.org/works?filter=author.id:A5040339760,40,496,CN
https://openalex.org/A5021493065,Fareena Sultan,https://api.openalex.org/works?filter=author.id:A5021493065,23,48,US
https://openalex.org/A5036254163,S. D. Baranovskiǐ,https://api.openalex.org/works?filter=author.id:A5036254163,36,232,DE
https://openalex.org/A5056324053,Ernesto Jiménez-Ruiz,https://api.openalex.org/works?filter=author.id:A5056324053,27,215,NO
https://openalex.org/A5058277099,Aleksandr Drozd,https://api.openalex.org/works?filter=author.id:A5058277099,11,52,JP
https://openalex.org/A5028903999,Christian Essling,https://api.openalex.org/works?filter=author.id:A5028903999,3,10,DE
https://openalex.org/A5048083319,James D. McCalley,https://api.openalex.org/works?filter=author.id:A5048083319,45,255,US
https://openalex.org/A5073961643,Sander van der Linden,https://api.openalex.org/works?filter=author.id:A5073961643,38,196,GB
https://openalex.org/A5088617975,Larry Chan,https://api.openalex.org/works?filter=author.id:A5088617975,7,11,US
https://openalex.org/A5047171317,J.W.S. Liu,https://api.openalex.org/works?filter=author.id:A5047171317,10,14,US
https://openalex.org/A5078163766,Stefan Lamp,https://api.openalex.org/works?filter=author.id:A5078163766,3,14,FR
https://openalex.org/A5037775663,Yuguang Fang,https://api.openalex.org/works?filter=author.id:A5037775663,45,280,CN
https://openalex.org/A5027243058,Tianhai Zhang,https://api.openalex.org/works?filter=author.id:A5027243058,5,24,CN
https://openalex.org/A5085753718,Stephen W. Pacala,https://api.openalex.org/works?filter=author.id:A5085753718,86,257,US
https://openalex.org/A5069749738,Liping Jing,https://api.openalex.org/works?filter=author.id:A5069749738,25,206,CN
https://openalex.org/A5017779000,Tatiana Barcelos Pontes,https://api.openalex.org/works?filter=author.id:A5017779000,9,48,US
https://openalex.org/A5049012569,Łukasz D. Kaczmarek,https://api.openalex.org/works?filter=author.id:A5049012569,17,53,PL
https://openalex.org/A5045204358,Xinhe Bao,https://api.openalex.org/works?filter=author.id:A5045204358,91,610,CN
https://openalex.org/A5044461590,R.W. Cernosek,https://api.openalex.org/works?filter=author.id:A5044461590,14,70,US
https://openalex.org/A5028695568,Li Yang,https://api.openalex.org/works?filter=author.id:A5028695568,18,110,CN
https://openalex.org/A5064563606,Daniel Doty,https://api.openalex.org/works?filter=author.id:A5064563606,4,5,US
https://openalex.org/A5060219657,John Lafferty,https://api.openalex.org/works?filter=author.id:A5060219657,63,296,US
https://openalex.org/A5067300897,Leon Reicherts,https://api.openalex.org/works?filter=author.id:A5067300897,3,11,GB
https://openalex.org/A5069359768,Ray D. Bollman,https://api.openalex.org/works?filter=author.id:A5069359768,18,124,CA
https://openalex.org/A5048660530,Branimir Šverko,https://api.openalex.org/works?filter=author.id:A5048660530,9,71,HR
